quarter,region,state_name,district_name,bank_group,population_group,branch_category,number_of_offices,total_deposits_crore,total_credit_crore,reported_cd_ratio,cd_ratio,cd_ratio_category,deposits_per_branch_crore,credit_per_branch_crore
FY2018-Q1,North-Eastern,Tripura,West Tripura,Regional Rural Banks,Rural,Specialized Credit Cells,1,62.1,56.84,91.52,91.53,Strained (High Credit Deployment),62.1,56.84
FY2018-Q1,North-Eastern,Tripura,West Tripura,Regional Rural Banks,Semi-Urban,Commercial Branches,1,124.51,90.02,72.3,72.3,Moderate Deployment,124.51,90.02
FY2018-Q1,North-Eastern,Tripura,West Tripura,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,115.42,84.1,72.87,72.86,Moderate Deployment,115.42,84.1
FY2018-Q1,North-Eastern,Tripura,West Tripura,Regional Rural Banks,Urban,Commercial Branches,2,195.23,159.45,81.67,81.67,Optimal Deployment,97.62,79.72
FY2018-Q1,North-Eastern,Tripura,West Tripura,Regional Rural Banks,Urban,Specialized Credit Cells,3,91.69,63.7,69.47,69.47,Moderate Deployment,30.56,21.23
FY2018-Q1,North-Eastern,Tripura,West Tripura,Regional Rural Banks,Metropolitan,Commercial Branches,4,371.58,352.85,94.96,94.96,Strained (High Credit Deployment),92.9,88.21
FY2018-Q1,North-Eastern,Tripura,West Tripura,Regional Rural Banks,Metropolitan,Specialized Credit Cells,9,481.06,455.15,94.61,94.61,Strained (High Credit Deployment),53.45,50.57
FY2018-Q1,North-Eastern,Tripura,South Tripura,Public Sector Banks,Rural,Commercial Branches,7,523.92,408.23,77.92,77.92,Optimal Deployment,74.85,58.32
FY2018-Q1,North-Eastern,Tripura,South Tripura,Public Sector Banks,Rural,Specialized Credit Cells,8,559.66,455.94,81.47,81.47,Optimal Deployment,69.96,56.99
FY2018-Q1,North-Eastern,Tripura,South Tripura,Public Sector Banks,Semi-Urban,Commercial Branches,7,686.81,575.26,83.76,83.76,Optimal Deployment,98.12,82.18
FY2018-Q1,North-Eastern,Tripura,South Tripura,Public Sector Banks,Semi-Urban,Specialized Credit Cells,7,898.49,742.82,82.67,82.67,Optimal Deployment,128.36,106.12
FY2018-Q1,North-Eastern,Tripura,South Tripura,Public Sector Banks,Urban,Commercial Branches,17,1890.26,1643.29,86.93,86.93,Strained (High Credit Deployment),111.19,96.66
FY2018-Q1,North-Eastern,Tripura,South Tripura,Public Sector Banks,Urban,Specialized Credit Cells,24,1687.84,1353.31,80.18,80.18,Optimal Deployment,70.33,56.39
FY2018-Q1,North-Eastern,Tripura,South Tripura,Public Sector Banks,Metropolitan,Commercial Branches,81,2447.73,2500.92,102.17,102.17,Strained (High Credit Deployment),30.22,30.88
FY2018-Q1,North-Eastern,Tripura,South Tripura,Public Sector Banks,Metropolitan,Specialized Credit Cells,58,3326.2,3260.19,98.02,98.02,Strained (High Credit Deployment),57.35,56.21
FY2018-Q1,North-Eastern,Tripura,South Tripura,Private Sector Banks,Rural,Commercial Branches,6,195.89,148.81,75.97,75.97,Optimal Deployment,32.65,24.8
FY2018-Q1,North-Eastern,Tripura,South Tripura,Private Sector Banks,Rural,Specialized Credit Cells,2,380.25,311.69,81.97,81.97,Optimal Deployment,190.12,155.84
FY2018-Q1,North-Eastern,Tripura,South Tripura,Private Sector Banks,Semi-Urban,Commercial Branches,7,849.38,611.42,71.98,71.98,Moderate Deployment,121.34,87.35
FY2018-Q1,North-Eastern,Tripura,South Tripura,Private Sector Banks,Semi-Urban,Specialized Credit Cells,10,334.83,230.47,68.83,68.83,Moderate Deployment,33.48,23.05
FY2018-Q1,North-Eastern,Tripura,South Tripura,Private Sector Banks,Urban,Commercial Branches,28,1338.44,1028.44,76.84,76.84,Optimal Deployment,47.8,36.73
FY2018-Q1,North-Eastern,Tripura,South Tripura,Private Sector Banks,Urban,Specialized Credit Cells,19,1336.67,930.9,69.64,69.64,Moderate Deployment,70.35,48.99
FY2018-Q1,North-Eastern,Tripura,South Tripura,Private Sector Banks,Metropolitan,Commercial Branches,50,1718.21,1641.27,95.52,95.52,Strained (High Credit Deployment),34.36,32.83
FY2018-Q1,North-Eastern,Tripura,South Tripura,Private Sector Banks,Metropolitan,Specialized Credit Cells,28,4131.06,3427.375,103.55,82.97,Optimal Deployment,147.54,122.41
FY2018-Q1,North-Eastern,Tripura,South Tripura,Foreign Banks,Rural,Commercial Branches,1,5.45,4.27,78.4,78.35,Optimal Deployment,5.45,4.27
FY2018-Q1,North-Eastern,Tripura,South Tripura,Foreign Banks,Rural,Specialized Credit Cells,1,5.0,3.32,66.33,66.4,Moderate Deployment,5.0,3.32
FY2018-Q1,North-Eastern,Tripura,South Tripura,Foreign Banks,Semi-Urban,Commercial Branches,1,12.93,8.96,69.32,69.3,Moderate Deployment,12.93,8.96
FY2018-Q1,North-Eastern,Tripura,South Tripura,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,11.59,9.02,77.8,77.83,Optimal Deployment,11.59,9.02
FY2018-Q1,North-Eastern,Tripura,South Tripura,Foreign Banks,Urban,Commercial Branches,6,637.43,500.83,78.57,78.57,Optimal Deployment,106.24,83.47
FY2018-Q1,North-Eastern,Tripura,South Tripura,Foreign Banks,Urban,Specialized Credit Cells,8,325.65,251.62,77.27,77.27,Optimal Deployment,40.71,31.45
FY2018-Q1,North-Eastern,Tripura,South Tripura,Foreign Banks,Metropolitan,Commercial Branches,20,1217.71,1117.95,91.81,91.81,Strained (High Credit Deployment),60.89,55.9
FY2018-Q1,North-Eastern,Tripura,South Tripura,Foreign Banks,Metropolitan,Specialized Credit Cells,6,245.62,202.55,82.47,82.46,Optimal Deployment,40.94,33.76
FY2018-Q1,North-Eastern,Tripura,South Tripura,Regional Rural Banks,Rural,Commercial Branches,1,30.81,24.8,80.5,80.49,Optimal Deployment,30.81,24.8
FY2018-Q1,North-Eastern,Tripura,South Tripura,Regional Rural Banks,Rural,Specialized Credit Cells,1,50.03,37.38,74.71,74.72,Moderate Deployment,50.03,37.38
FY2018-Q1,North-Eastern,Tripura,South Tripura,Regional Rural Banks,Semi-Urban,Commercial Branches,1,17.54,13.16,,75.03,Optimal Deployment,17.54,13.16
FY2018-Q1,North-Eastern,Tripura,South Tripura,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2,112.22,86.92,77.45,77.45,Optimal Deployment,56.11,43.46
FY2018-Q1,North-Eastern,Tripura,South Tripura,Regional Rural Banks,Urban,Commercial Branches,2,109.89,85.0,77.35,77.35,Optimal Deployment,54.94,42.5
FY2018-Q1,North-Eastern,Tripura,South Tripura,Regional Rural Banks,Urban,Specialized Credit Cells,2,270.54,238.3,88.08,88.08,Strained (High Credit Deployment),135.27,119.15
FY2018-Q1,North-Eastern,Tripura,South Tripura,Regional Rural Banks,Metropolitan,Commercial Branches,3,477.17,465.88,97.63,97.63,Strained (High Credit Deployment),159.06,155.29
FY2018-Q1,North-Eastern,Tripura,South Tripura,Regional Rural Banks,Metropolitan,Specialized Credit Cells,12,539.42,585.05,108.46,108.46,Strained (High Credit Deployment),44.95,48.75
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Public Sector Banks,Rural,Commercial Branches,6,560.87,476.27,84.92,84.92,Optimal Deployment,93.48,79.38
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Public Sector Banks,Rural,Specialized Credit Cells,6,553.14,516.32,93.34,93.34,Strained (High Credit Deployment),92.19,86.05
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Public Sector Banks,Semi-Urban,Commercial Branches,11,558.57,498.87,89.31,89.31,Strained (High Credit Deployment),50.78,45.35
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Public Sector Banks,Semi-Urban,Specialized Credit Cells,9,771.37,600.6,77.86,77.86,Optimal Deployment,85.71,66.73
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Public Sector Banks,Urban,Commercial Branches,17,1325.71,876.06,66.08,66.08,Moderate Deployment,77.98,51.53
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Public Sector Banks,Urban,Specialized Credit Cells,24,1896.22,1602.94,84.53,84.53,Optimal Deployment,79.01,66.79
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Public Sector Banks,Metropolitan,Commercial Branches,58,2787.05,2739.31,98.29,98.29,Strained (High Credit Deployment),48.05,47.23
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Public Sector Banks,Metropolitan,Specialized Credit Cells,94,4703.92,3949.88,83.97,83.97,Optimal Deployment,50.04,42.02
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Private Sector Banks,Rural,Commercial Branches,5,327.19,268.43,82.04,82.04,Optimal Deployment,65.44,53.69
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Private Sector Banks,Rural,Specialized Credit Cells,6,263.83,177.16,67.15,67.15,Moderate Deployment,43.97,29.53
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Private Sector Banks,Semi-Urban,Commercial Branches,12,460.32,394.31,85.66,85.66,Strained (High Credit Deployment),38.36,32.86
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Private Sector Banks,Semi-Urban,Specialized Credit Cells,13,911.18,765.4,84.0,84.0,Optimal Deployment,70.09,58.88
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Private Sector Banks,Urban,Commercial Branches,33,815.78,668.73,81.97,81.97,Optimal Deployment,24.72,20.26
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Private Sector Banks,Urban,Specialized Credit Cells,19,1266.72,987.54,,77.96,Optimal Deployment,66.67,51.98
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Private Sector Banks,Metropolitan,Commercial Branches,39,3125.91,2814.8,90.05,90.05,Strained (High Credit Deployment),80.15,72.17
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Private Sector Banks,Metropolitan,Specialized Credit Cells,36,3670.07,3522.06,95.97,95.97,Strained (High Credit Deployment),101.95,97.84
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Foreign Banks,Rural,Commercial Branches,1,5.0,3.56,71.23,71.2,Moderate Deployment,5.0,3.56
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Foreign Banks,Rural,Specialized Credit Cells,1,8.58,6.2,72.28,72.26,Moderate Deployment,8.58,6.2
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Foreign Banks,Semi-Urban,Commercial Branches,1,9.5,7.16,75.36,75.37,Optimal Deployment,9.5,7.16
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,12.95,9.92,76.64,76.6,Optimal Deployment,12.95,9.92
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Foreign Banks,Urban,Commercial Branches,8,611.77,491.39,80.32,80.32,Optimal Deployment,76.47,61.42
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Foreign Banks,Urban,Specialized Credit Cells,4,461.1,366.95,79.58,79.58,Optimal Deployment,115.28,91.74
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Foreign Banks,Metropolitan,Commercial Branches,15,1257.23,1078.8,85.81,85.81,Strained (High Credit Deployment),83.82,71.92
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Foreign Banks,Metropolitan,Specialized Credit Cells,21,805.99,762.27,94.58,94.58,Strained (High Credit Deployment),38.38,36.3
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Regional Rural Banks,Rural,Commercial Branches,1,48.68,39.0,80.12,80.12,Optimal Deployment,48.68,39.0
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Regional Rural Banks,Rural,Specialized Credit Cells,1,35.93,23.17,64.49,64.49,Moderate Deployment,35.93,23.17
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Regional Rural Banks,Semi-Urban,Commercial Branches,2,130.64,105.17,80.51,80.5,Optimal Deployment,65.32,52.58
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,116.91,98.06,83.88,83.88,Optimal Deployment,116.91,98.06
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Regional Rural Banks,Urban,Commercial Branches,3,211.37,150.26,71.09,71.09,Moderate Deployment,70.46,50.09
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Regional Rural Banks,Urban,Specialized Credit Cells,3,153.57,105.92,68.97,68.97,Moderate Deployment,51.19,35.31
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Regional Rural Banks,Metropolitan,Commercial Branches,6,716.95,541.02,75.46,75.46,Optimal Deployment,119.49,90.17
FY2018-Q1,North-Eastern,Meghalaya,East Khasi Hills,Regional Rural Banks,Metropolitan,Specialized Credit Cells,7,467.08,424.8,90.95,90.95,Strained (High Credit Deployment),66.73,60.69
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Public Sector Banks,Rural,Commercial Branches,6,266.62,175.13,65.69,65.69,Moderate Deployment,44.44,29.19
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Public Sector Banks,Rural,Specialized Credit Cells,6,306.13,232.83,76.06,76.06,Optimal Deployment,51.02,38.8
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Public Sector Banks,Semi-Urban,Commercial Branches,18,1016.64,863.69,84.96,84.96,Optimal Deployment,56.48,47.98
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Public Sector Banks,Semi-Urban,Specialized Credit Cells,9,922.39,704.51,76.38,76.38,Optimal Deployment,102.49,78.28
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Public Sector Banks,Urban,Commercial Branches,28,2630.32,2004.16,76.19,76.19,Optimal Deployment,93.94,71.58
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Public Sector Banks,Urban,Specialized Credit Cells,33,808.27,615.75,76.18,76.18,Optimal Deployment,24.49,18.66
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Public Sector Banks,Metropolitan,Commercial Branches,76,2064.19,2006.01,97.18,97.18,Strained (High Credit Deployment),27.16,26.39
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Public Sector Banks,Metropolitan,Specialized Credit Cells,40,3383.94,2956.43,87.37,87.37,Strained (High Credit Deployment),84.6,73.91
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Private Sector Banks,Rural,Commercial Branches,5,263.0,202.52,77.0,77.0,Optimal Deployment,52.6,40.5
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Private Sector Banks,Rural,Specialized Credit Cells,4,243.49,190.83,78.37,78.37,Optimal Deployment,60.87,47.71
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Private Sector Banks,Semi-Urban,Commercial Branches,8,1109.29,720.23,64.93,64.93,Moderate Deployment,138.66,90.03
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Private Sector Banks,Semi-Urban,Specialized Credit Cells,7,500.54,437.37,87.38,87.38,Strained (High Credit Deployment),71.51,62.48
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Private Sector Banks,Urban,Commercial Branches,8,1813.69,1384.41,76.33,76.33,Optimal Deployment,226.71,173.05
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Private Sector Banks,Urban,Specialized Credit Cells,24,1042.01,728.31,69.9,69.89,Moderate Deployment,43.42,30.35
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Private Sector Banks,Metropolitan,Commercial Branches,25,2709.24,2550.11,,94.13,Strained (High Credit Deployment),108.37,102.0
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Private Sector Banks,Metropolitan,Specialized Credit Cells,54,2349.44,2231.89,95.0,95.0,Strained (High Credit Deployment),43.51,41.33
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Foreign Banks,Rural,Commercial Branches,1,7.25,4.77,65.76,65.79,Moderate Deployment,7.25,4.77
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Foreign Banks,Rural,Specialized Credit Cells,1,5.0,3.54,70.74,70.8,Moderate Deployment,5.0,3.54
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Foreign Banks,Semi-Urban,Commercial Branches,1,11.31,9.09,80.38,80.37,Optimal Deployment,11.31,9.09
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,7.66,5.73,,74.8,Moderate Deployment,7.66,5.73
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Foreign Banks,Urban,Commercial Branches,4,491.68,381.93,,77.68,Optimal Deployment,122.92,95.48
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Foreign Banks,Urban,Specialized Credit Cells,6,468.41,344.81,73.61,73.61,Moderate Deployment,78.07,57.47
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Foreign Banks,Metropolitan,Commercial Branches,18,311.39,302.86,97.26,97.26,Strained (High Credit Deployment),17.3,16.83
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Foreign Banks,Metropolitan,Specialized Credit Cells,9,975.33,810.13,83.06,83.06,Optimal Deployment,108.37,90.01
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Regional Rural Banks,Rural,Commercial Branches,1,36.94,26.19,70.91,70.9,Moderate Deployment,36.94,26.19
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Regional Rural Banks,Rural,Specialized Credit Cells,1,75.62,65.62,,86.78,Strained (High Credit Deployment),75.62,65.62
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Regional Rural Banks,Semi-Urban,Commercial Branches,1,140.22,111.14,79.26,79.26,Optimal Deployment,140.22,111.14
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,83.66,61.47,73.48,73.48,Moderate Deployment,83.66,61.47
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Regional Rural Banks,Urban,Commercial Branches,3,114.2,85.42,74.8,74.8,Moderate Deployment,38.07,28.47
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Regional Rural Banks,Urban,Specialized Credit Cells,4,132.1,102.04,77.24,77.24,Optimal Deployment,33.02,25.51
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Regional Rural Banks,Metropolitan,Commercial Branches,8,605.75,615.06,101.54,101.54,Strained (High Credit Deployment),75.72,76.88
FY2018-Q1,North-Eastern,Meghalaya,West Garo Hills,Regional Rural Banks,Metropolitan,Specialized Credit Cells,7,406.36,385.07,,94.76,Strained (High Credit Deployment),58.05,55.01
FY2018-Q1,North-Eastern,Manipur,Imphal West,Public Sector Banks,Rural,Commercial Branches,5,390.64,298.88,76.51,76.51,Optimal Deployment,78.13,59.78
FY2018-Q1,North-Eastern,Manipur,Imphal West,Public Sector Banks,Rural,Specialized Credit Cells,9,106.28,90.62,85.27,85.27,Strained (High Credit Deployment),11.81,10.07
FY2018-Q1,North-Eastern,Manipur,Imphal West,Public Sector Banks,Semi-Urban,Commercial Branches,12,765.14,612.38,80.04,80.04,Optimal Deployment,63.76,51.03
FY2018-Q1,North-Eastern,Manipur,Imphal West,Public Sector Banks,Semi-Urban,Specialized Credit Cells,13,1034.19,847.7,81.97,81.97,Optimal Deployment,79.55,65.21
FY2018-Q1,North-Eastern,Manipur,Imphal West,Public Sector Banks,Urban,Commercial Branches,22,1324.67,975.54,73.64,73.64,Moderate Deployment,60.21,44.34
FY2018-Q1,North-Eastern,Manipur,Imphal West,Public Sector Banks,Urban,Specialized Credit Cells,22,1879.35,1443.15,76.79,76.79,Optimal Deployment,85.42,65.6
FY2018-Q1,North-Eastern,Manipur,Imphal West,Public Sector Banks,Metropolitan,Commercial Branches,67,1493.95,1297.86,86.87,86.87,Strained (High Credit Deployment),22.3,19.37
FY2018-Q1,North-Eastern,Manipur,Imphal West,Public Sector Banks,Metropolitan,Specialized Credit Cells,49,2651.3,2584.28,97.47,97.47,Strained (High Credit Deployment),54.11,52.74
FY2018-Q1,North-Eastern,Manipur,Imphal West,Private Sector Banks,Rural,Commercial Branches,4,308.1,249.86,81.1,81.1,Optimal Deployment,77.03,62.46
FY2018-Q1,North-Eastern,Manipur,Imphal West,Private Sector Banks,Rural,Specialized Credit Cells,4,393.99,284.23,72.14,72.14,Moderate Deployment,98.5,71.06
FY2018-Q1,North-Eastern,Manipur,Imphal West,Private Sector Banks,Semi-Urban,Commercial Branches,9,647.18,456.57,70.55,70.55,Moderate Deployment,71.91,50.73
FY2018-Q1,North-Eastern,Manipur,Imphal West,Private Sector Banks,Semi-Urban,Specialized Credit Cells,10,416.35,314.09,75.44,75.44,Optimal Deployment,41.64,31.41
FY2018-Q1,North-Eastern,Manipur,Imphal West,Private Sector Banks,Urban,Commercial Branches,21,1525.11,1079.33,70.77,70.77,Moderate Deployment,72.62,51.4
FY2018-Q1,North-Eastern,Manipur,Imphal West,Private Sector Banks,Urban,Specialized Credit Cells,22,1762.55,1378.15,78.19,78.19,Optimal Deployment,80.12,62.64
FY2018-Q1,North-Eastern,Manipur,Imphal West,Private Sector Banks,Metropolitan,Commercial Branches,32,2275.42,2277.21,100.08,100.08,Strained (High Credit Deployment),71.11,71.16
FY2018-Q1,North-Eastern,Manipur,Imphal West,Private Sector Banks,Metropolitan,Specialized Credit Cells,39,2915.77,2607.12,,89.41,Strained (High Credit Deployment),74.76,66.85
FY2018-Q1,North-Eastern,Manipur,Imphal West,Foreign Banks,Rural,Commercial Branches,1,5.0,3.89,77.71,77.8,Optimal Deployment,5.0,3.89
FY2018-Q1,North-Eastern,Manipur,Imphal West,Foreign Banks,Rural,Specialized Credit Cells,1,5.61,4.44,79.09,79.14,Optimal Deployment,5.61,4.44
FY2018-Q1,North-Eastern,Manipur,Imphal West,Foreign Banks,Semi-Urban,Commercial Branches,1,19.89,12.64,63.54,63.55,Moderate Deployment,19.89,12.64
FY2018-Q1,North-Eastern,Manipur,Imphal West,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,17.26,11.52,66.77,66.74,Moderate Deployment,17.26,11.52
FY2018-Q1,North-Eastern,Manipur,Imphal West,Foreign Banks,Urban,Commercial Branches,5,268.55,215.3,80.17,80.17,Optimal Deployment,53.71,43.06
FY2018-Q1,North-Eastern,Manipur,Imphal West,Foreign Banks,Urban,Specialized Credit Cells,4,263.58,197.36,74.88,74.88,Moderate Deployment,65.9,49.34
FY2018-Q1,North-Eastern,Manipur,Imphal West,Foreign Banks,Metropolitan,Commercial Branches,12,933.3,804.55,,86.2,Strained (High Credit Deployment),77.77,67.05
FY2018-Q1,North-Eastern,Manipur,Imphal West,Foreign Banks,Metropolitan,Specialized Credit Cells,18,857.22,795.34,92.78,92.78,Strained (High Credit Deployment),47.62,44.19
