quarter,region,state_name,district_name,bank_group,population_group,branch_category,number_of_offices,total_deposits_crore,total_credit_crore,reported_cd_ratio
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Private Sector Banks,Rural,Specialized Credit Cells,6.0,405.28,302.86,74.73
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Private Sector Banks,Semi-Urban,Commercial Branches,12.0,1759.12,1479.12,84.08
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Private Sector Banks,Semi-Urban,Specialized Credit Cells,11.0,1046.31,747.17,71.41
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Private Sector Banks,Urban,Commercial Branches,8.0,2674.53,1846.36,
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Private Sector Banks,Urban,Specialized Credit Cells,17.0,945.5,730.7,77.28
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Private Sector Banks,Metropolitan,Commercial Branches,43.0,6574.99,6200.91,94.31
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Private Sector Banks,Metropolitan,Specialized Credit Cells,46.0,3400.93,3288.85,96.7
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Foreign Banks,Rural,Commercial Branches,1.0,11.12,9.27,83.4
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Foreign Banks,Rural,Specialized Credit Cells,1.0,11.55,8.89,76.96
FY2022-Q2,Eastern,WEST BENGAL ,Paschim Bardhaman,Foreign Banks,Semi-Urban,Commercial Branches,1.0,12.96,9.29,71.7
FY2022-Q2,Eastern,WEST BENGAL ,Paschim Bardhaman,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,20.62,14.25,69.11
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Foreign Banks,Urban,Commercial Branches,9.0,946.06,796.48,84.19
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Foreign Banks,Urban,Specialized Credit Cells,8.0,537.52,400.68,74.54
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Foreign Banks,Metropolitan,Commercial Branches,18.0,1084.52,1049.67,96.79
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Foreign Banks,Metropolitan,Specialized Credit Cells,12.0,1370.32,1176.54,85.86
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Regional Rural Banks,Rural,Commercial Branches,1.0,106.2,78.29,73.72
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,30.5,23.47,76.96
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,131.87,110.87,84.07
FY2022-Q2,Eastern,  west bengal,Paschim Bardhaman,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,193.25,137.09,70.94
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Regional Rural Banks,Urban,Commercial Branches,2.0,366.76,282.01,76.89
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Regional Rural Banks,Urban,Specialized Credit Cells,5.0,526.56,343.42,65.22
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Regional Rural Banks,Metropolitan,Commercial Branches,7.0,596.58,524.26,87.88
FY2022-Q2,Eastern,West Bengal,Paschim Bardhaman,Regional Rural Banks,Metropolitan,Specialized Credit Cells,7.0,,685.61,86.15
FY2022-Q2,Southern,Telangana,Hyderabad,Public Sector Banks,Rural,Commercial Branches,5.0,877.98,577.15,65.74
FY2022-Q2,Southern,Telangana,Hyderabad,Public Sector Banks,Rural,Specialized Credit Cells,4.0,594.28,467.84,78.72
FY2022-Q2,Southern,Telangana,Hyderabad,Public Sector Banks,Semi-Urban,Commercial Branches,9.0,842.76,653.53,77.55
FY2022-Q2,Southern,Telangana,Hyderabad,Public Sector Banks,Semi-Urban,Specialized Credit Cells,15.0,1268.48,997.68,78.65
FY2022-Q2,Southern,Telangana,Hyderabad,Public Sector Banks,Urban,Commercial Branches,22.0,3532.12,2849.91,80.69
FY2022-Q2,Southern,TELANGANA ,Hyderabad,Public Sector Banks,Urban,Specialized Credit Cells,15.0,3315.72,2462.68,74.27
FY2022-Q2,Southern,Telangana,Hyderabad,Public Sector Banks,Metropolitan,Commercial Branches,85.0,6886.95,6750.15,98.01
FY2022-Q2,Southern,  telangana,Hyderabad,Public Sector Banks,Metropolitan,Specialized Credit Cells,67.0,5793.24,5480.95,94.61
FY2022-Q2,Southern,Telangana,Hyderabad,Private Sector Banks,Rural,Commercial Branches,6.0,285.51,204.15,71.51
FY2022-Q2,Southern,Telangana,Hyderabad,Private Sector Banks,Rural,Specialized Credit Cells,3.0,363.71,214.36,58.94
FY2022-Q2,Southern,Telangana,Hyderabad,Private Sector Banks,Semi-Urban,Commercial Branches,6.0,1220.59,911.33,74.66
FY2022-Q2,Southern,Telangana,Hyderabad,Private Sector Banks,Semi-Urban,Specialized Credit Cells,15.0,1195.0,838.92,70.2
FY2022-Q2,Southern,Telangana,Hyderabad,Private Sector Banks,Urban,Commercial Branches,24.0,2434.72,1791.77,73.59
FY2022-Q2,Southern,Telangana,Hyderabad,Private Sector Banks,Urban,Specialized Credit Cells,22.0,2280.68,1753.41,76.88
FY2022-Q2,Southern,  telangana,Hyderabad,Private Sector Banks,Metropolitan,Commercial Branches,28.0,6274.24,5833.23,92.97
FY2022-Q2,Southern,Telangana,Hyderabad,Private Sector Banks,Metropolitan,Specialized Credit Cells,36.0,4551.88,4033.35,88.61
FY2022-Q2,Southern,Telangana,HYDERABAD,Foreign Banks,Rural,Commercial Branches,1.0,8.98,7.7,85.73
FY2022-Q2,Southern,Telangana,Hyderabad,Foreign Banks,Rural,Specialized Credit Cells,1.0,13.67,10.07,73.65
FY2022-Q2,Southern,Telangana,Hyderabad,Foreign Banks,Semi-Urban,Commercial Branches,1.0,18.33,13.64,74.41
FY2022-Q2,Southern,Telangana,Hyderabad,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,15.74,11.3,71.78
FY2022-Q2,Southern,Telangana,Hyderabad,Foreign Banks,Urban,Commercial Branches,7.0,776.19,595.97,76.78
FY2022-Q2,Southern,Telangana,Hyderabad,Foreign Banks,Urban,Specialized Credit Cells,6.0,627.24,482.87,76.98
FY2022-Q2,Southern,Telangana,Hyderabad,Foreign Banks,Metropolitan,Commercial Branches,12.0,1393.88,1148.95,82.43
FY2022-Q2,Southern,Telangana,Hyderabad,Foreign Banks,Metropolitan,Specialized Credit Cells,15.0,2125.53,1991.05,93.67
FY2022-Q2,Southern,Telangana,Hyderabad,Regional Rural Banks,Rural,Commercial Branches,1.0,65.27,49.48,75.81
FY2022-Q2,Southern,Telangana,Hyderabad,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,92.92,66.9,72.0
FY2022-Q2,Southern,Telangana,Hyderabad,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,123.13,83.14,67.52
FY2022-Q2,Southern,Telangana,Hyderabad,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2.0,98.4,72.07,73.24
FY2022-Q2,Southern,Telangana,Hyderabad,Regional Rural Banks,Urban,Commercial Branches,4.0,171.84,127.62,74.27
FY2022-Q2,Southern,  telangana,Hyderabad,Regional Rural Banks,Urban,Specialized Credit Cells,3.0,408.17,310.18,
FY2022-Q2,Southern,Telangana,Hyderabad,Regional Rural Banks,Metropolitan,Commercial Branches,5.0,322.31,279.18,86.62
FY2022-Q2,Southern,Telangana,Hyderabad,Regional Rural Banks,Metropolitan,Specialized Credit Cells,,896.16,926.43,103.38
FY2022-Q2,Southern,Telangana,RANGA REDDY,Public Sector Banks,Rural,Commercial Branches,6.0,714.82,610.22,85.37
FY2022-Q2,Southern,Telangana,Ranga Reddy,Public Sector Banks,Rural,Specialized Credit Cells,5.0,432.66,275.01,63.56
FY2022-Q2,Southern,Telangana,Ranga Reddy,Public Sector Banks,Semi-Urban,Commercial Branches,11.0,2062.66,1577.2,76.46
FY2022-Q2,Southern,TELANGANA ,Ranga Reddy,Public Sector Banks,Semi-Urban,Specialized Credit Cells,12.0,1356.6,861.06,63.47
FY2022-Q2,Southern,Telangana,RANGA REDDY,Public Sector Banks,Urban,Commercial Branches,28.0,2544.66,1931.02,75.89
FY2022-Q2,Southern,Telangana,Ranga Reddy,Public Sector Banks,Urban,Specialized Credit Cells,28.0,2176.61,1775.92,81.59
FY2022-Q2,Southern,Telangana,Ranga Reddy,Public Sector Banks,Metropolitan,Commercial Branches,72.0,5860.94,5150.44,87.88
FY2022-Q2,Southern,Telangana,Ranga Reddy,Public Sector Banks,Metropolitan,Specialized Credit Cells,49.0,4270.71,3991.39,93.46
FY2022-Q2,Southern,Telangana,Ranga Reddy,Private Sector Banks,Rural,Commercial Branches,2.0,80.11,64.64,80.68
FY2022-Q2,Southern,Telangana,Ranga Reddy,Private Sector Banks,Rural,Specialized Credit Cells,4.0,361.33,268.01,74.17
FY2022-Q2,Southern,Telangana,Ranga Reddy,Private Sector Banks,Semi-Urban,Commercial Branches,6.0,787.18,518.34,65.85
FY2022-Q2,Southern,Telangana,Ranga Reddy,Private Sector Banks,Semi-Urban,Specialized Credit Cells,9.0,1831.45,1299.89,70.98
FY2022-Q2,Southern,Telangana,Ranga Reddy,Private Sector Banks,Urban,Commercial Branches,10.0,,611.16,77.41
FY2022-Q2,Southern,Telangana,Ranga Reddy,Private Sector Banks,Urban,Specialized Credit Cells,24.0,2054.05,1798.61,
FY2022-Q2,Southern,Telangana,Ranga Reddy,Private Sector Banks,Metropolitan,Commercial Branches,36.0,4392.67,3948.55,89.89
FY2022-Q2,Southern,Telangana,Ranga Reddy,Private Sector Banks,Metropolitan,Specialized Credit Cells,57.0,6412.97,5839.79,91.06
FY2022-Q2,Southern,TELANGANA ,Ranga Reddy,Foreign Banks,Rural,Commercial Branches,1.0,8.54,5.28,61.81
FY2022-Q2,Southern,Telangana,Ranga Reddy,Foreign Banks,Rural,Specialized Credit Cells,1.0,5.00,3.87,77.31
FY2022-Q2,Southern,Telangana,Ranga Reddy,Foreign Banks,Semi-Urban,Commercial Branches,1.0,10.18,9.09,
FY2022-Q2,Southern,Telangana,Ranga Reddy,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,22.67,17.0,
FY2022-Q2,Southern,Telangana,Ranga Reddy,Foreign Banks,Urban,Commercial Branches,10.0,604.22,465.4,77.02
FY2022-Q2,Southern,Telangana,Ranga Reddy,Foreign Banks,Urban,Specialized Credit Cells,5.0,842.31,637.41,75.67
FY2022-Q2,Southern,Telangana,Ranga Reddy,Foreign Banks,Metropolitan,Commercial Branches,12.0,"1,721.88",1501.56,
FY2022-Q2,Southern,Telangana,Ranga Reddy,Foreign Banks,Metropolitan,Specialized Credit Cells,14.0,1207.32,1024.26,84.84
FY2022-Q2,Southern,Telangana,Ranga Reddy,Regional Rural Banks,Rural,Commercial Branches,1.0,83.07,57.53,69.26
FY2022-Q2,Southern,Telangana,Ranga Reddy,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,45.36,36.01,79.38
FY2022-Q2,Southern,Telangana,Ranga Reddy,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,216.6,160.43,74.07
FY2022-Q2,Southern,Telangana,RANGA REDDY,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2.0,156.01,142.15,91.12
FY2022-Q2,Southern,Telangana,Ranga Reddy,Regional Rural Banks,Urban,Commercial Branches,2.0,308.37,243.73,79.04
FY2022-Q2,Southern,Telangana,Ranga Reddy,Regional Rural Banks,Urban,Specialized Credit Cells,2.0,416.53,290.23,69.68
FY2022-Q2,Southern,Telangana,Ranga Reddy,Regional Rural Banks,Metropolitan,Commercial Branches,4.0,1218.97,1156.64,94.89
FY2022-Q2,Southern,Telangana,Ranga Reddy,Regional Rural Banks,Metropolitan,Specialized Credit Cells,8.0,783.79,751.62,95.9
FY2022-Q2,Southern,TELANGANA ,Medchal-Malkajgiri,Public Sector Banks,Rural,Commercial Branches,5.0,901.45,709.88,78.75
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Public Sector Banks,Rural,Specialized Credit Cells,4.0,809.65,579.58,71.58
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Public Sector Banks,Semi-Urban,Commercial Branches,7.0,1296.17,987.28,76.17
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Public Sector Banks,Semi-Urban,Specialized Credit Cells,14.0,1532.29,1118.81,73.02
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Public Sector Banks,Urban,Commercial Branches,35.0,4057.05,3002.52,
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Public Sector Banks,Urban,Specialized Credit Cells,15.0,2602.64,1644.82,63.2
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Public Sector Banks,Metropolitan,Commercial Branches,40.0,2141.88,2037.79,95.14
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Public Sector Banks,Metropolitan,Specialized Credit Cells,49.0,4493.71,3941.26,87.71
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Private Sector Banks,Rural,Commercial Branches,5.0,348.91,272.88,78.21
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Private Sector Banks,Rural,Specialized Credit Cells,3.0,524.41,362.34,69.09
FY2022-Q2,Southern,  telangana,Medchal-Malkajgiri,Private Sector Banks,Semi-Urban,Commercial Branches,4.0,1078.97,796.09,73.78
FY2022-Q2,Southern,Telangana,MEDCHAL-MALKAJGIRI,Private Sector Banks,Semi-Urban,Specialized Credit Cells,8.0,1041.93,861.83,82.71
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Private Sector Banks,Urban,Commercial Branches,24.0,1744.87,1209.68,69.33
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Private Sector Banks,Urban,Specialized Credit Cells,14.0,2058.42,1376.78,66.89
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Private Sector Banks,Metropolitan,Commercial Branches,25.0,4698.94,4180.2,88.96
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Private Sector Banks,Metropolitan,Specialized Credit Cells,50.0,2617.59,2303.02,87.98
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Foreign Banks,Rural,Commercial Branches,1.0,6.42,4.43,68.98
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Foreign Banks,Rural,Specialized Credit Cells,1.0,8.12,5.29,65.19
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Foreign Banks,Semi-Urban,Commercial Branches,1.0,24.22,17.04,70.35
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,27.31,18.49,67.71
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Foreign Banks,Urban,Commercial Branches,4.0,797.42,606.83,76.1
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Foreign Banks,Urban,Specialized Credit Cells,10.0,575.66,462.66,80.37
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Foreign Banks,Metropolitan,Commercial Branches,10.0,832.35,847.63,101.84
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Foreign Banks,Metropolitan,Specialized Credit Cells,10.0,"1,691.46",1664.6,98.41
FY2022-Q2,Southern,  telangana,Medchal-Malkajgiri,Regional Rural Banks,Rural,Commercial Branches,1.0,73.57,51.81,70.43
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,54.03,32.44,60.03
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Regional Rural Banks,Semi-Urban,Commercial Branches,2.0,257.55,203.14,78.87
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2.0,162.99,145.78,89.44
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Regional Rural Banks,Urban,Commercial Branches,3.0,109.46,94.35,86.2
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Regional Rural Banks,Urban,Specialized Credit Cells,4.0,196.66,163.57,83.17
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Regional Rural Banks,Metropolitan,Commercial Branches,7.0,613.82,,87.73
FY2022-Q2,Southern,Telangana,Medchal-Malkajgiri,Regional Rural Banks,Metropolitan,Specialized Credit Cells,3.0,905.24,892.94,98.64
FY2022-Q2,Southern,Telangana,Warangal,Public Sector Banks,Rural,Commercial Branches,5.0,455.95,357.27,78.36
FY2022-Q2,Southern,Telangana,Warangal,Public Sector Banks,Rural,Specialized Credit Cells,4.0,795.32,556.32,69.95
FY2022-Q2,Southern,Telangana,Warangal,Public Sector Banks,Semi-Urban,Commercial Branches,13.0,710.45,552.03,77.7
FY2022-Q2,Southern,Telangana,Warangal,Public Sector Banks,Semi-Urban,Specialized Credit Cells,22.0,1465.23,1124.57,76.75
FY2022-Q2,Southern,Telangana,Warangal,Public Sector Banks,Urban,Commercial Branches,33.0,1646.7,1284.7,78.02
FY2022-Q2,Southern,Telangana,Warangal,Public Sector Banks,Urban,Specialized Credit Cells,19.0,2418.56,1888.72,78.09
FY2022-Q2,Southern,Telangana,Warangal,Public Sector Banks,Metropolitan,Commercial Branches,49.0,5869.76,5413.3,92.22
FY2022-Q2,Southern,Telangana,Warangal,Public Sector Banks,Metropolitan,Specialized Credit Cells,36.0,889.04,758.07,85.27
FY2022-Q2,Southern,  telangana,Warangal,Private Sector Banks,Rural,Commercial Branches,4.0,387.61,272.59,70.33
FY2022-Q2,Southern,Telangana,Warangal,Private Sector Banks,Rural,Specialized Credit Cells,4.0,389.83,304.21,78.04
FY2022-Q2,Southern,Telangana,Warangal,Private Sector Banks,Semi-Urban,Commercial Branches,20.0,896.5,605.85,67.58
FY2022-Q2,Southern,Telangana,Warangal,Private Sector Banks,Semi-Urban,Specialized Credit Cells,14.0,695.96,572.04,82.19
FY2022-Q2,Southern,Telangana,Warangal,Private Sector Banks,Urban,Commercial Branches,12.0,2595.97,1891.84,72.88
FY2022-Q2,Southern,Telangana,Warangal,Private Sector Banks,Urban,Specialized Credit Cells,22.0,2444.92,1645.17,67.29
FY2022-Q2,Southern,Telangana,Warangal,Private Sector Banks,Metropolitan,Commercial Branches,39.0,4054.67,4061.59,100.17
FY2022-Q2,Southern,Telangana,Warangal,Private Sector Banks,Metropolitan,Specialized Credit Cells,64.0,2198.6,1818.28,82.7
FY2022-Q2,Southern,  telangana,Warangal,Foreign Banks,Rural,Commercial Branches,1.0,13.19,8.53,64.66
FY2022-Q2,Southern,Telangana,Warangal,Foreign Banks,Rural,Specialized Credit Cells,1.0,5.0,3.86,77.23
FY2022-Q2,Southern,Telangana,Warangal,Foreign Banks,Semi-Urban,Commercial Branches,1.0,12.11,10.03,82.83
FY2022-Q2,Southern,Telangana,Warangal,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,5.0,4.21,84.28
FY2022-Q2,Southern,Telangana,Warangal,Foreign Banks,Urban,Commercial Branches,8.0,590.36,393.35,
FY2022-Q2,Southern,Telangana,Warangal,Foreign Banks,Urban,Specialized Credit Cells,8.0,156.76,110.07,70.22
FY2022-Q2,Southern,Telangana,Warangal,Foreign Banks,Metropolitan,Commercial Branches,25.0,1216.21,1181.52,97.15
FY2022-Q2,Southern,Telangana,Warangal,Foreign Banks,Metropolitan,Specialized Credit Cells,14.0,1238.75,1077.0,86.94
FY2022-Q2,Southern,Telangana,Warangal,Regional Rural Banks,Rural,Commercial Branches,1.0,91.64,,76.23
FY2022-Q2,Southern,Telangana,Warangal,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,38.89,28.27,72.68
FY2022-Q2,Southern,Telangana,WARANGAL,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,185.06,129.29,69.87
FY2022-Q2,Southern,Telangana,Warangal,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,165.57,115.98,70.05
FY2022-Q2,Southern,Telangana,Warangal,Regional Rural Banks,Urban,Commercial Branches,4.0,291.65,225.44,77.3
FY2022-Q2,Southern,  telangana,Warangal,Regional Rural Banks,Urban,Specialized Credit Cells,4.0,298.47,223.28,74.81
FY2022-Q2,Southern,Telangana,Warangal,Regional Rural Banks,Metropolitan,Commercial Branches,4.0,659.00,552.59,83.85
FY2022-Q2,Southern,Telangana,WARANGAL,Regional Rural Banks,Metropolitan,Specialized Credit Cells,6.0,589.41,594.55,100.87
FY2022-Q2,Southern,Telangana,Nizamabad,Public Sector Banks,Rural,Commercial Branches,3.0,439.67,351.4,
FY2022-Q2,Southern,Telangana,Nizamabad,Public Sector Banks,Rural,Specialized Credit Cells,3.0,616.24,438.49,71.16
FY2022-Q2,Southern,Telangana,NIZAMABAD,Public Sector Banks,Semi-Urban,Commercial Branches,8.0,1806.29,1246.48,
FY2022-Q2,Southern,Telangana,Nizamabad,Public Sector Banks,Semi-Urban,Specialized Credit Cells,12.0,1286.2,971.01,75.49
FY2022-Q2,Southern,Telangana,NIZAMABAD,Public Sector Banks,Urban,Commercial Branches,26.0,4006.76,3135.87,78.26
FY2022-Q2,Southern,Telangana,Nizamabad,Public Sector Banks,Urban,Specialized Credit Cells,33.0,2423.27,1978.32,81.64
FY2022-Q2,Southern,Telangana,Nizamabad,Public Sector Banks,Metropolitan,Commercial Branches,58.0,6025.16,5939.85,98.58
FY2022-Q2,Southern,Telangana,NIZAMABAD,Public Sector Banks,Metropolitan,Specialized Credit Cells,40.0,6459.62,6037.69,93.47
FY2022-Q2,Southern,Telangana,Nizamabad,Private Sector Banks,Rural,Commercial Branches,5.0,478.17,361.48,75.6
FY2022-Q2,Southern,Telangana,Nizamabad,Private Sector Banks,Rural,Specialized Credit Cells,5.0,540.31,439.13,81.27
FY2022-Q2,Southern,Telangana,Nizamabad,Private Sector Banks,Semi-Urban,Commercial Branches,14.0,458.34,288.71,62.99
FY2022-Q2,Southern,Telangana,Nizamabad,Private Sector Banks,Semi-Urban,Specialized Credit Cells,11.0,887.57,746.93,
FY2022-Q2,Southern,Telangana,Nizamabad,Private Sector Banks,Urban,Commercial Branches,28.0,2385.81,1821.38,76.34
FY2022-Q2,Southern,Telangana,Nizamabad,Private Sector Banks,Urban,Specialized Credit Cells,19.0,1768.79,1398.3,79.05
FY2022-Q2,Southern,TELANGANA ,Nizamabad,Private Sector Banks,Metropolitan,Commercial Branches,18.0,4727.56,4705.73,99.54
FY2022-Q2,Southern,TELANGANA ,Nizamabad,Private Sector Banks,Metropolitan,Specialized Credit Cells,54.0,1443.41,1251.77,86.72
FY2022-Q2,Southern,Telangana,Nizamabad,Foreign Banks,Rural,Commercial Branches,1.0,5.48,3.86,70.45
FY2022-Q2,Southern,Telangana,Nizamabad,Foreign Banks,Rural,Specialized Credit Cells,1.0,9.26,6.91,74.67
FY2022-Q2,Southern,Telangana,NIZAMABAD,Foreign Banks,Semi-Urban,Commercial Branches,1.0,23.26,17.2,
FY2022-Q2,Southern,Telangana,Nizamabad,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,23.56,17.25,73.2
FY2022-Q2,Southern,TELANGANA ,Nizamabad,Foreign Banks,Urban,Commercial Branches,7.0,777.24,465.41,59.88
FY2022-Q2,Southern,Telangana,NIZAMABAD,Foreign Banks,Urban,Specialized Credit Cells,7.0,926.46,632.06,68.22
FY2022-Q2,Southern,Telangana,Nizamabad,Foreign Banks,Metropolitan,Commercial Branches,14.0,861.08,792.62,92.05
FY2022-Q2,Southern,Telangana,Nizamabad,Foreign Banks,Metropolitan,Specialized Credit Cells,15.0,1134.04,1159.67,102.26
FY2022-Q2,Southern,  telangana,Nizamabad,Regional Rural Banks,Rural,Commercial Branches,1.0,60.64,46.91,77.36
FY2022-Q2,Southern,Telangana,Nizamabad,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,111.42,80.83,72.54
FY2022-Q2,Southern,Telangana,Nizamabad,Regional Rural Banks,Semi-Urban,Commercial Branches,3.0,218.41,150.31,68.82
FY2022-Q2,Southern,Telangana,Nizamabad,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,157.63,120.35,76.35
FY2022-Q2,Southern,TELANGANA ,Nizamabad,Regional Rural Banks,Urban,Commercial Branches,1.0,247.33,188.76,
FY2022-Q2,Southern,Telangana,Nizamabad,Regional Rural Banks,Urban,Specialized Credit Cells,2.0,411.17,310.32,75.47
FY2022-Q2,Southern,Telangana,Nizamabad,Regional Rural Banks,Metropolitan,Commercial Branches,6.0,554.62,514.08,92.69
FY2022-Q2,Southern,Telangana,Nizamabad,Regional Rural Banks,Metropolitan,Specialized Credit Cells,9.0,654.25,635.99,97.21
